name,# followers,followees,location,link,ratio
@money4jam,66,95,Gold Coast,https://twitter.com/money4jam,0.6947368421052632
@rat_sac,66,486,,https://twitter.com/rat_sac,0.13580246913580246
@AnnaLycett,66,222,"Sydney via Wbool, Melb, London",https://twitter.com/AnnaLycett,0.2972972972972973
@ttstwit,66,137,"Stalbridge, Dorset, UK",https://twitter.com/ttstwit,0.48175182481751827
@james_trezise,66,224,,https://twitter.com/james_trezise,0.29464285714285715
@tong_annie,66,258,"Sydney, New South Wales",https://twitter.com/tong_annie,0.2558139534883721
@candjmurray,66,59,,https://twitter.com/candjmurray,1.11864406779661
@aussiefarming,66,235,,https://twitter.com/aussiefarming,0.28085106382978725
@Boom_bap_bozza,66,357,"Brisbane, Australia",https://twitter.com/Boom_bap_bozza,0.18487394957983194
@ZoetLyons,66,757,,https://twitter.com/ZoetLyons,0.08718626155878467
@jenandwilla,66,1296,,https://twitter.com/jenandwilla,0.05092592592592592
@Horseface_Ethel,66,340,Brisbane,https://twitter.com/Horseface_Ethel,0.19411764705882353
@nevilleandregi1,66,144,Neville NSW,https://twitter.com/nevilleandregi1,0.4583333333333333
@BVimto1999,66,149,,https://twitter.com/BVimto1999,0.4429530201342282
@MarionFroome,66,34,Australia,https://twitter.com/MarionFroome,1.9411764705882353
@RecruitConf,66,205,"Melbourne, Victoria, Australia",https://twitter.com/RecruitConf,0.32195121951219513
@JacklyLinda,66,301,,https://twitter.com/JacklyLinda,0.21926910299003322
@ingswarrior,66,194,"Melbourne, Victoria",https://twitter.com/ingswarrior,0.3402061855670103
@MrBrownideas,66,575,,https://twitter.com/MrBrownideas,0.11478260869565217
@RCEMD,66,84,,https://twitter.com/RCEMD,0.7857142857142857
@iamboman,66,274,"Sunshine Coast, Qld, Australia",https://twitter.com/iamboman,0.24087591240875914
@margaretdogue,66,108,,https://twitter.com/margaretdogue,0.6111111111111112
@botanical_book,66,179,"Located at the ANBG, Canberra",https://twitter.com/botanical_book,0.3687150837988827
@PickettJudith,66,198,,https://twitter.com/PickettJudith,0.3333333333333333
@S00TS420,66,205,Syd/AU,https://twitter.com/S00TS420,0.32195121951219513
@AKiggundu,66,489,"Melbourne,Australia",https://twitter.com/AKiggundu,0.13496932515337423
@iota_services,66,402,,https://twitter.com/iota_services,0.16417910447761194
@scottyhopper,66,108,,https://twitter.com/scottyhopper,0.6111111111111112
@andreslapaz,66,329,Earth,https://twitter.com/andreslapaz,0.2006079027355623
@devispablo,66,596,"Bogot, Colombia",https://twitter.com/devispablo,0.11073825503355705
@Zulteck1,66,149,"Gauteng, South Africa",https://twitter.com/Zulteck1,0.4429530201342282
@asandaasanda1,66,820,,https://twitter.com/asandaasanda1,0.08048780487804878
@jayyantchevjr,66,389,Adelaide University,https://twitter.com/jayyantchevjr,0.16966580976863754
@SKMRecycling,66,105,Australia,https://twitter.com/SKMRecycling,0.6285714285714286
@whitecrow1987,66,475,Melbourne. Australia,https://twitter.com/whitecrow1987,0.13894736842105262
@neekoboom,66,373,,https://twitter.com/neekoboom,0.1769436997319035
@HURECNepal,66,526,"Surkhet, Dailekh in Nepal",https://twitter.com/HURECNepal,0.12547528517110265
@aircondirect_au,66,375,Australia,https://twitter.com/aircondirect_au,0.176
@enviroed4all,66,68,"Wimmera, Australia",https://twitter.com/enviroed4all,0.9705882352941176
@jennytriglone,66,84,,https://twitter.com/jennytriglone,0.7857142857142857
@nicolaraesmith,66,152,Wagga Wagga,https://twitter.com/nicolaraesmith,0.4342105263157895
@Rapsedy,66,232,"Devonport, Tasmania",https://twitter.com/Rapsedy,0.28448275862068967
@sarah_hegarty22,66,241,"Brisbane, Australia",https://twitter.com/sarah_hegarty22,0.27385892116182575
@JennyMaisel,66,352,"Adelaide, Australia",https://twitter.com/JennyMaisel,0.1875
@triamanley,65,141,,https://twitter.com/triamanley,0.46099290780141844
@katrinkleemann,65,576,"Berlin, Germany",https://twitter.com/katrinkleemann,0.11284722222222222
@jdkurucz,65,503,"Potts Point, NSW",https://twitter.com/jdkurucz,0.12922465208747516
@stef_palmer,65,222,"Brisbane, AU",https://twitter.com/stef_palmer,0.2927927927927928
@747683,65,166,,https://twitter.com/747683,0.39156626506024095
@joycie777,65,525,"Melbourne, Australia",https://twitter.com/joycie777,0.12380952380952381
@HMSASHBY,65,567,"Melbourne, Australia",https://twitter.com/HMSASHBY,0.1146384479717813
@naomijoygodden,65,236,,https://twitter.com/naomijoygodden,0.2754237288135593
@hpmilne,65,252,Kendall,https://twitter.com/hpmilne,0.25793650793650796
@bjhsa,65,853,South Australia,https://twitter.com/bjhsa,0.07620164126611957
@GlamorousandGre,65,221,"Melbourne, Australia",https://twitter.com/GlamorousandGre,0.29411764705882354
@rqko,65,165,Australia,https://twitter.com/rqko,0.3939393939393939
@TriCascade,65,181,"Newport Beach, CA",https://twitter.com/TriCascade,0.35911602209944754
@geewolff,65,360,Lennox Head,https://twitter.com/geewolff,0.18055555555555555
@ibizablue05,65,1032,Earth,https://twitter.com/ibizablue05,0.06298449612403101
@nRICHd_Pursuits,65,159,"Melbourne, Victoria, Australia",https://twitter.com/nRICHd_Pursuits,0.4088050314465409
@JackieGaia,65,221,,https://twitter.com/JackieGaia,0.29411764705882354
@WillianAurelio1,65,2001,,https://twitter.com/WillianAurelio1,0.03248375812093953
@marcusmorley,65,460,,https://twitter.com/marcusmorley,0.14130434782608695
@manindersinghms,65,410,amritsar,https://twitter.com/manindersinghms,0.15853658536585366
@LucindaDon,65,343,"Australia, Melbourne",https://twitter.com/LucindaDon,0.18950437317784258
@Antangible,65,433,,https://twitter.com/Antangible,0.15011547344110854
@raiolfi,65,63,Sydney,https://twitter.com/raiolfi,1.0317460317460319
@JacLachmann,65,104,Sydney,https://twitter.com/JacLachmann,0.625
@JessicaGrant7,65,269,Wagga Wagga,https://twitter.com/JessicaGrant7,0.241635687732342
@HayleyTroupe,65,113,Brisbane,https://twitter.com/HayleyTroupe,0.5752212389380531
@greenNblues,65,436,Cairns,https://twitter.com/greenNblues,0.14908256880733944
@_kathleenmillar,65,597,Australia,https://twitter.com/_kathleenmillar,0.10887772194304858
@enviroaus,65,167,Brisbane,https://twitter.com/enviroaus,0.38922155688622756
@penguinshuffle,65,378,,https://twitter.com/penguinshuffle,0.17195767195767195
@seawishbyronbay,65,231,Byron Bay,https://twitter.com/seawishbyronbay,0.2813852813852814
@dnug,65,157,,https://twitter.com/dnug,0.4140127388535032
@cbbstevens,65,377,"Brisbane, Australia",https://twitter.com/cbbstevens,0.1724137931034483
@nthmelbourness,65,68,North & West Melbourne,https://twitter.com/nthmelbourness,0.9558823529411765
@FrogwatchACT,65,63,ACT and Region,https://twitter.com/FrogwatchACT,1.0317460317460319
@voice4wildlife,65,191,Australia,https://twitter.com/voice4wildlife,0.3403141361256545
@Robro2014,65,569,,https://twitter.com/Robro2014,0.11423550087873462
@Kate_Garland,65,144,Brisbane Australia ,https://twitter.com/Kate_Garland,0.4513888888888889
@Kim58244044,65,151,,https://twitter.com/Kim58244044,0.4304635761589404
@OliverCardona,65,164,"Perth, Western Australia",https://twitter.com/OliverCardona,0.39634146341463417
@CarbonWorld,65,98,Sydney Australia,https://twitter.com/CarbonWorld,0.6632653061224489
@Niemania,65,357,Oz and USA Hybrid.,https://twitter.com/Niemania,0.18207282913165265
@stuchaddy,65,532,Yerrinbool,https://twitter.com/stuchaddy,0.12218045112781954
@ConsSciRMIT,65,65,"RMIT, Melbourne, Australia",https://twitter.com/ConsSciRMIT,1.0
@francescatorbar,65,89,"Melbourne, Victoria",https://twitter.com/francescatorbar,0.7303370786516854
@SpringersSolar,65,45,"Brisbane, QLD, Australia",https://twitter.com/SpringersSolar,1.4444444444444444
@mmaggioros,65,374,Sydney Australia,https://twitter.com/mmaggioros,0.17379679144385027
@DykesyLuke,65,217,,https://twitter.com/DykesyLuke,0.2995391705069124
@rhonda_woman,65,122,Newcastle,https://twitter.com/rhonda_woman,0.5327868852459017
@agrwngrl,65,421,"Melbourne, Victoria",https://twitter.com/agrwngrl,0.1543942992874109
@liyax,64,448,Sydney,https://twitter.com/liyax,0.14285714285714285
@IdumeOIdume,64,200,Nigeria,https://twitter.com/IdumeOIdume,0.32
@GarriochP,64,258,,https://twitter.com/GarriochP,0.24806201550387597
@BelowtheSmile,64,95,"Sequim, WA",https://twitter.com/BelowtheSmile,0.6736842105263158
@PatriciaCharles,64,271,,https://twitter.com/PatriciaCharles,0.23616236162361623
@echapmansearle,64,135,,https://twitter.com/echapmansearle,0.4740740740740741
@ZenobiaBelet,64,704,Sydney,https://twitter.com/ZenobiaBelet,0.09090909090909091
@mcguire_au,64,814,Sydney AU,https://twitter.com/mcguire_au,0.07862407862407862
@sian_hope,64,326,,https://twitter.com/sian_hope,0.19631901840490798
@elect_express,64,222,Sydney,https://twitter.com/elect_express,0.2882882882882883
@BAC072,64,414,Rockhampton,https://twitter.com/BAC072,0.15458937198067632
@Notforpixies,64,372,Melbourne,https://twitter.com/Notforpixies,0.17204301075268819
@cmsol,64,572,,https://twitter.com/cmsol,0.11188811188811189
@energyco,64,29,Sydney; Australia,https://twitter.com/energyco,2.206896551724138
@Avalonmick,64,129,east of Manly,https://twitter.com/Avalonmick,0.49612403100775193
@HedleyRangeVIC,64,433,South East Gippsland,https://twitter.com/HedleyRangeVIC,0.14780600461893764
@j_smithy,64,499,Canberra,https://twitter.com/j_smithy,0.1282565130260521
@keirawang1,64,228,"Melbourne,Australia",https://twitter.com/keirawang1,0.2807017543859649
@ToshaShelton,64,492,"Ardmore, OK",https://twitter.com/ToshaShelton,0.13008130081300814
@emilythedragon,64,192,,https://twitter.com/emilythedragon,0.3333333333333333
@JessSamuel888,64,87,,https://twitter.com/JessSamuel888,0.735632183908046
@lindsayocaff,64,231,"Manhattan, NY",https://twitter.com/lindsayocaff,0.27705627705627706
@tj_kotz,64,259,,https://twitter.com/tj_kotz,0.2471042471042471
@SolarGoldVic,64,273,"Melbourne, Australia",https://twitter.com/SolarGoldVic,0.23443223443223443
@Mz_Lizzy,64,533,Brisbane,https://twitter.com/Mz_Lizzy,0.1200750469043152
@CLCLahore,64,128,Children Library Complex,https://twitter.com/CLCLahore,0.5
@MSentry1988,64,1957,,https://twitter.com/MSentry1988,0.032703117015840576
@JoHofmann,64,123,"Perth, Western Australia",https://twitter.com/JoHofmann,0.5203252032520326
@GypsyJenK,64,218,Canberra,https://twitter.com/GypsyJenK,0.29357798165137616
@jameskeeley11,64,139,University of Western Sydney,https://twitter.com/jameskeeley11,0.460431654676259
@kinajhuncarual,64,243,Ang Lagalag,https://twitter.com/kinajhuncarual,0.26337448559670784
@eagercdnbeaver,64,1145,Boreal Forest,https://twitter.com/eagercdnbeaver,0.05589519650655022
@EnMasseTraining,64,114,"South Yarra, Melbourne",https://twitter.com/EnMasseTraining,0.5614035087719298
@mvfitzy,64,278,,https://twitter.com/mvfitzy,0.2302158273381295
@kmmstuart,64,150,Adelaide,https://twitter.com/kmmstuart,0.4266666666666667
@islandarks,64,297,Australia,https://twitter.com/islandarks,0.21548821548821548
@ChrissSheppard,64,78,"Perth, Western Australia",https://twitter.com/ChrissSheppard,0.8205128205128205
@FseaFoundation,64,145,Whitsundays Great Barrier Reef,https://twitter.com/FseaFoundation,0.4413793103448276
@IngridBoland,64,299,"Sydney, Australia",https://twitter.com/IngridBoland,0.2140468227424749
@SouthRainforest,64,137,Melbourne,https://twitter.com/SouthRainforest,0.46715328467153283
@eabloc,64,1604,melbourne,https://twitter.com/eabloc,0.0399002493765586
@ecolourVIC,64,91,Melbourne,https://twitter.com/ecolourVIC,0.7032967032967034
@vastasso,64,308,,https://twitter.com/vastasso,0.2077922077922078
@ShanRae92,64,311,"NSW, Australia",https://twitter.com/ShanRae92,0.2057877813504823
@Ecobalaji,64,62,Adelaide,https://twitter.com/Ecobalaji,1.032258064516129
@jarrahdale1,64,161,Jarrahdale Western Australia,https://twitter.com/jarrahdale1,0.39751552795031053
@JKyL5,64,194,"Sydney, New South Wales",https://twitter.com/JKyL5,0.32989690721649484
@danhaskell11,64,107,Otway Ranges,https://twitter.com/danhaskell11,0.5981308411214953
@kennymizzi,64,411,"Brisbane, QLD, Australia",https://twitter.com/kennymizzi,0.15571776155717762
@WidiaAdnin,64,924,Medan,https://twitter.com/WidiaAdnin,0.06926406926406926
@danituazon,64,519,"Sydney, Australia",https://twitter.com/danituazon,0.1233140655105973
@melanine,63,258,Melbourne ,https://twitter.com/melanine,0.2441860465116279
@TuncayBekler,63,2000,,https://twitter.com/TuncayBekler,0.0315
@Von_and_Toby,63,281,"Melbourne, Australia",https://twitter.com/Von_and_Toby,0.22419928825622776
@noworrieswifi,63,22,"Redfern, Sydney, Australia",https://twitter.com/noworrieswifi,2.8636363636363638
@lavantje,63,391,Canberra... Melbourne... Space,https://twitter.com/lavantje,0.16112531969309463
@2PearsonSt,63,346,"Tasmania, Australia",https://twitter.com/2PearsonSt,0.18208092485549132
@LivingAttribute,63,128,"Adelaide, South Australia",https://twitter.com/LivingAttribute,0.4921875
@CarlieDevine,63,195,Tasmania,https://twitter.com/CarlieDevine,0.3230769230769231
@Dylan1913,63,273,Space-time Continuum,https://twitter.com/Dylan1913,0.23076923076923078
@Majo13Utena,63,672,Mejicanos,https://twitter.com/Majo13Utena,0.09375
@ana_kan_,63,437,Australia,https://twitter.com/ana_kan_,0.14416475972540047
@SydneyWildlife1,63,84,,https://twitter.com/SydneyWildlife1,0.75
@RopoSchindler,63,226,,https://twitter.com/RopoSchindler,0.27876106194690264
@KarinN_Muller,63,370,,https://twitter.com/KarinN_Muller,0.17027027027027028
@ZhenfaAustralia,63,115,Sydney,https://twitter.com/ZhenfaAustralia,0.5478260869565217
@nat_k345,63,526,Phuket,https://twitter.com/nat_k345,0.11977186311787072
@vjbecohearts,63,282,Australia,https://twitter.com/vjbecohearts,0.22340425531914893
@Backahast,63,114,"Hampshire, England",https://twitter.com/Backahast,0.5526315789473685
@NwoodsWoods,63,96,Wheatbelt WA,https://twitter.com/NwoodsWoods,0.65625
@JacquiYoung74,63,122,,https://twitter.com/JacquiYoung74,0.5163934426229508
@FranziskaCurran,63,197,University of Queensland,https://twitter.com/FranziskaCurran,0.3197969543147208
@clarke_alice,63,345,,https://twitter.com/clarke_alice,0.1826086956521739
@kimingles,63,173,"Melbourne, Australia",https://twitter.com/kimingles,0.36416184971098264
@montvillecoffee,63,96,Montville,https://twitter.com/montvillecoffee,0.65625
@ProteinToGo_AU,63,191,Australia,https://twitter.com/ProteinToGo_AU,0.3298429319371728
@S_a_n_d_h_y_a,63,322,,https://twitter.com/S_a_n_d_h_y_a,0.1956521739130435
@Paul_Wi_9894825,63,672,THE TARDIS.,https://twitter.com/Paul_Wi_9894825,0.09375
@teamquoll_ISH,63,103,"Wollongong, New South Wales",https://twitter.com/teamquoll_ISH,0.6116504854368932
@esgchat,63,204,Australia/New Zealand,https://twitter.com/esgchat,0.3088235294117647
@kinkyink77,63,239,Australia,https://twitter.com/kinkyink77,0.26359832635983266
@WosMichael,63,303,Melbourne,https://twitter.com/WosMichael,0.2079207920792079
@TracieArmstrong,63,228,Melbourne,https://twitter.com/TracieArmstrong,0.27631578947368424
@LisaJayneRankin,63,90,Melbourne,https://twitter.com/LisaJayneRankin,0.7
@jstr0036,63,134,"Melbourne, Australia",https://twitter.com/jstr0036,0.4701492537313433
@ApeGripe38,63,235,"Mililani Town, Hawaii",https://twitter.com/ApeGripe38,0.2680851063829787
@AnimalLover000,63,155,Australia,https://twitter.com/AnimalLover000,0.4064516129032258
@TiffKHarrison,63,77,Melbourne,https://twitter.com/TiffKHarrison,0.8181818181818182
@aprilonsafari,63,288,,https://twitter.com/aprilonsafari,0.21875
@policy_SHIFT,63,273,,https://twitter.com/policy_SHIFT,0.23076923076923078
@TeganBenfield,63,326,,https://twitter.com/TeganBenfield,0.19325153374233128
@becksternt,63,685,Australia,https://twitter.com/becksternt,0.09197080291970802
@MSheather232,63,266,"Sydney, New South Wales",https://twitter.com/MSheather232,0.23684210526315788
@d1g1talagency,63,514,"Cygnet, Tasmania",https://twitter.com/d1g1talagency,0.122568093385214
@jan_65,63,400,Australia,https://twitter.com/jan_65,0.1575
@Rondkensington,63,541,,https://twitter.com/Rondkensington,0.11645101663585952
@arthychokes,63,347,,https://twitter.com/arthychokes,0.18155619596541786
@KateTDavis,63,136,Western Australia,https://twitter.com/KateTDavis,0.4632352941176471
@FreeKenyaFound,62,194,"Nyanza ,Kenya",https://twitter.com/FreeKenyaFound,0.31958762886597936
@GreenerOZ,62,53,Sydney,https://twitter.com/GreenerOZ,1.169811320754717
@btangyy,62,131,,https://twitter.com/btangyy,0.4732824427480916
@ruthdante,62,914,,https://twitter.com/ruthdante,0.06783369803063458
@EarlessDragon,62,200,,https://twitter.com/EarlessDragon,0.31
@Tesmarie14,62,903,,https://twitter.com/Tesmarie14,0.06866002214839424
@Boysooo,62,364,Australia,https://twitter.com/Boysooo,0.17032967032967034
@ranisfire,62,212,"Sydney, Australia",https://twitter.com/ranisfire,0.29245283018867924
@ajc_old,62,202,Brisbane,https://twitter.com/ajc_old,0.3069306930693069
@RaffyCama,62,219,Sydney Australia,https://twitter.com/RaffyCama,0.2831050228310502
@BianCorazon,62,378,Nairobi,https://twitter.com/BianCorazon,0.164021164021164
@patr1ceo,62,145,,https://twitter.com/patr1ceo,0.42758620689655175
@SustainCentral,62,112,,https://twitter.com/SustainCentral,0.5535714285714286
@LAHAFoundation,62,259,Global,https://twitter.com/LAHAFoundation,0.23938223938223938
@GJOESQ,62,148,"Booker Bay, NSW, Australia",https://twitter.com/GJOESQ,0.4189189189189189
@FortuneVeronica,62,345,"Canberra, ACT",https://twitter.com/FortuneVeronica,0.17971014492753623
@oliviakt,62,278,"Melbourne, Australia",https://twitter.com/oliviakt,0.22302158273381295
@ESFBremner,62,183,"Sydney, Australia",https://twitter.com/ESFBremner,0.33879781420765026
@mariellelr,62,509,,https://twitter.com/mariellelr,0.12180746561886051
@yellowcakefilm,62,89,Berlin,https://twitter.com/yellowcakefilm,0.6966292134831461
@LonsdaleMoon,62,285,"Queensland, Australia",https://twitter.com/LonsdaleMoon,0.21754385964912282
@Politics_youth_,62,710,worldwide ,https://twitter.com/Politics_youth_,0.08732394366197183
@gazouillement99,62,110,,https://twitter.com/gazouillement99,0.5636363636363636
@iPolicyCo,62,577,Australia,https://twitter.com/iPolicyCo,0.10745233968804159
@GreenPops,62,242,Paris then Melbourne,https://twitter.com/GreenPops,0.256198347107438
@Cealc_catte,62,333,"Perth, Western Australia",https://twitter.com/Cealc_catte,0.18618618618618618
@sydneypropertys,62,315,Sydney,https://twitter.com/sydneypropertys,0.19682539682539682
@janellorimer,62,164,"Melbourne, Australia",https://twitter.com/janellorimer,0.3780487804878049
@hannah_bevis,62,206,"Melbourne, Australia",https://twitter.com/hannah_bevis,0.30097087378640774
@Sunkland,62,220,,https://twitter.com/Sunkland,0.2818181818181818
@Kerrie70731100,62,447,,https://twitter.com/Kerrie70731100,0.13870246085011187
@FriendsOfMerri,62,127,"Warrnambool, Victoria",https://twitter.com/FriendsOfMerri,0.4881889763779528
@fieks,62,31,Sydney,https://twitter.com/fieks,2.0
@Ragunathmariner,62,752,Salem ,https://twitter.com/Ragunathmariner,0.08244680851063829
@TheUpSideDU,62,92,,https://twitter.com/TheUpSideDU,0.6739130434782609
@vjclothier,62,1010,,https://twitter.com/vjclothier,0.061386138613861385
@phil_ceo,62,65,Toowoomba,https://twitter.com/phil_ceo,0.9538461538461539
@MurrayMalleeLAP,62,45,,https://twitter.com/MurrayMalleeLAP,1.3777777777777778
@AEGSolar,62,190,Australia,https://twitter.com/AEGSolar,0.3263157894736842
@MattFBrennan,62,96,,https://twitter.com/MattFBrennan,0.6458333333333334
@dragonalex2011,62,139,,https://twitter.com/dragonalex2011,0.4460431654676259
@CLEARasBlog,62,70,Australia,https://twitter.com/CLEARasBlog,0.8857142857142857
@PuddleScream,62,154,,https://twitter.com/PuddleScream,0.4025974025974026
@Saeed73,62,1204,Islamabadain,https://twitter.com/Saeed73,0.05149501661129568
@BerrieCA,62,159,"St Kilda, Victoria, Australia",https://twitter.com/BerrieCA,0.389937106918239
@kirsty_mccahon,61,209,"Sydney, Australia",https://twitter.com/kirsty_mccahon,0.291866028708134
@PecanLighting,61,256,Victoria,https://twitter.com/PecanLighting,0.23828125
@AdoptaWaterPump,61,525,Dominican Republic,https://twitter.com/AdoptaWaterPump,0.11619047619047619
@freedomearth1,61,306,The Earth,https://twitter.com/freedomearth1,0.19934640522875818
@AnamKalam,61,1353,169/1 Shantinagar. Bangladesh,https://twitter.com/AnamKalam,0.0450849963045085
@SlimLid,61,179,,https://twitter.com/SlimLid,0.3407821229050279
@merryn_benham,61,94,Glenmore Park NSW,https://twitter.com/merryn_benham,0.648936170212766
@jandaemc,61,229,Japan,https://twitter.com/jandaemc,0.2663755458515284
@tiga_bu,61,261,"Abhaln, Australie",https://twitter.com/tiga_bu,0.23371647509578544
@esztikki,61,328,"Cambridge, England",https://twitter.com/esztikki,0.18597560975609756
@proCHRIStinator,61,129,"Brisbane, AU",https://twitter.com/proCHRIStinator,0.4728682170542636
@mstracker3,61,376,,https://twitter.com/mstracker3,0.1622340425531915
@tqcbrown,61,296,,https://twitter.com/tqcbrown,0.20608108108108109
@TheGeorgiaShow,61,254,Knoxville TN,https://twitter.com/TheGeorgiaShow,0.24015748031496062
@FrancesMyles,61,185,Suffolk,https://twitter.com/FrancesMyles,0.32972972972972975
@k99zo,61,418,Australia,https://twitter.com/k99zo,0.145933014354067
@savewarrawong,61,160,South Australia,https://twitter.com/savewarrawong,0.38125
@nickburgess,61,120,Australia,https://twitter.com/nickburgess,0.5083333333333333
@missjessbear,61,250,Australia,https://twitter.com/missjessbear,0.244
@dr_aztek,61,283,Earth,https://twitter.com/dr_aztek,0.21554770318021202
@cfsgam,61,229,,https://twitter.com/cfsgam,0.2663755458515284
@TheChangesmiths,61,232,,https://twitter.com/TheChangesmiths,0.2629310344827586
@josiethexplorer,61,208,,https://twitter.com/josiethexplorer,0.2932692307692308
@The_tarians,61,321,"Manchester, England",https://twitter.com/The_tarians,0.19003115264797507
@adrianodorisio,61,516,,https://twitter.com/adrianodorisio,0.1182170542635659
@joshuascram,61,473,Blackheath,https://twitter.com/joshuascram,0.12896405919661733
@Leba_xx,61,805,,https://twitter.com/Leba_xx,0.07577639751552795
@MCasswell,61,100,Toowoomba,https://twitter.com/MCasswell,0.61
@calyxes,61,704,"Sydney, NSW",https://twitter.com/calyxes,0.08664772727272728
@Aeronergy,61,146,"Sydney, Australia ",https://twitter.com/Aeronergy,0.4178082191780822
@UTSThinkGreenDo,61,58,"Uni of Technology, Sydney",https://twitter.com/UTSThinkGreenDo,1.0517241379310345
@JanelNikki,61,181,Albury,https://twitter.com/JanelNikki,0.3370165745856354
@micahdemm,61,176,ballarat,https://twitter.com/micahdemm,0.3465909090909091
@RenconForestry,61,108,Australia,https://twitter.com/RenconForestry,0.5648148148148148
@ThisFish_,61,281,"Melbourne, Australia ",https://twitter.com/ThisFish_,0.21708185053380782
@alanajaimountai,61,200,melbourne,https://twitter.com/alanajaimountai,0.305
@pomaussi,61,450,,https://twitter.com/pomaussi,0.13555555555555557
@relovedcouture,61,124,"Melbourne, Australia",https://twitter.com/relovedcouture,0.49193548387096775
@doughumann,61,40,Australia,https://twitter.com/doughumann,1.525
@kellywelly23,61,81,,https://twitter.com/kellywelly23,0.7530864197530864
@OliveRibbons,61,316,,https://twitter.com/OliveRibbons,0.1930379746835443
@blissfulzannah,61,125,Australia,https://twitter.com/blissfulzannah,0.488
@lls_sydney,61,143,"Sydney, New South Wales",https://twitter.com/lls_sydney,0.42657342657342656
@bigthoughts,61,96,Sydney Australia,https://twitter.com/bigthoughts,0.6354166666666666
@caique_bueno,61,234,"Whitsundays,QLD - Australia",https://twitter.com/caique_bueno,0.2606837606837607
@rachellharper,61,164,"Melbourne, Australia",https://twitter.com/rachellharper,0.3719512195121951
@joesnr,60,1627,"Newton, MA",https://twitter.com/joesnr,0.03687768899815612
@RiddellscreekSG,60,111,,https://twitter.com/RiddellscreekSG,0.5405405405405406
@StrathCreekLG,60,141,"Victoria, Australia",https://twitter.com/StrathCreekLG,0.425531914893617
@SotirisTzelios,60,375,Rye,https://twitter.com/SotirisTzelios,0.16
@niamhnichuinn,60,288,Ireland,https://twitter.com/niamhnichuinn,0.20833333333333334
@missedpages,60,774,,https://twitter.com/missedpages,0.07751937984496124
@houseofsparkle,60,265,Australia,https://twitter.com/houseofsparkle,0.22641509433962265
@leecasaceli,60,174,Sydney,https://twitter.com/leecasaceli,0.3448275862068966
@trudzik_mary,60,494,,https://twitter.com/trudzik_mary,0.1214574898785425
@PinePear04,60,317,,https://twitter.com/PinePear04,0.1892744479495268
@markcenter,60,125,manado,https://twitter.com/markcenter,0.48
@thiagopizzuto,60,118,,https://twitter.com/thiagopizzuto,0.5084745762711864
@detonatoa,60,324,Gordon Tasmania,https://twitter.com/detonatoa,0.18518518518518517
@myearthsmiles,60,149,Chennai,https://twitter.com/myearthsmiles,0.40268456375838924
@fi_taylor,60,251,"Adelaide, South Australia ",https://twitter.com/fi_taylor,0.23904382470119523
@eventcorpptyltd,60,18,Australia,https://twitter.com/eventcorpptyltd,3.3333333333333335
@Arkadia2012,60,533,,https://twitter.com/Arkadia2012,0.1125703564727955
@DrGloriana,60,1106,,https://twitter.com/DrGloriana,0.054249547920433995
@donsky1874,60,127,,https://twitter.com/donsky1874,0.47244094488188976
@TJ_Trimboli,60,144,Melbourne,https://twitter.com/TJ_Trimboli,0.4166666666666667
@GencPinz,60,275,,https://twitter.com/GencPinz,0.21818181818181817
@friendofwaffles,60,304,nsw,https://twitter.com/friendofwaffles,0.19736842105263158
@MyFoxAu,60,453,"Sydney, Australia",https://twitter.com/MyFoxAu,0.13245033112582782
@elisanseashell,60,249,,https://twitter.com/elisanseashell,0.24096385542168675
@bonnie_xox,60,136,"Melbourne, Australia",https://twitter.com/bonnie_xox,0.4411764705882353
@Flawart,60,277,,https://twitter.com/Flawart,0.21660649819494585
@fcmcoe,60,242,Fraser Coast,https://twitter.com/fcmcoe,0.24793388429752067
@libbybedford,60,291,"Sydney, Australia",https://twitter.com/libbybedford,0.20618556701030927
@_JarrodSmith,60,153,"Auckland Region, New Zealand",https://twitter.com/_JarrodSmith,0.39215686274509803
@LittleRedRocket,60,520,Brisbane ,https://twitter.com/LittleRedRocket,0.11538461538461539
@levot02,60,287,"Sydney, Australia",https://twitter.com/levot02,0.20905923344947736
@ladyinthecake,60,132,,https://twitter.com/ladyinthecake,0.45454545454545453
@Ged_McCarthy,60,136,areca.org.au,https://twitter.com/Ged_McCarthy,0.4411764705882353
@DarcyPimblett,60,198,Edinburgh,https://twitter.com/DarcyPimblett,0.30303030303030304
@Ivnka21_,60,785,INDONESIA,https://twitter.com/Ivnka21_,0.07643312101910828
@EmilyFat,60,101,Greece,https://twitter.com/EmilyFat,0.594059405940594
@webmanlin,60,238,"Adelaide, SA",https://twitter.com/webmanlin,0.25210084033613445
@clare_trudy,60,223,Melbourne,https://twitter.com/clare_trudy,0.26905829596412556
@ShualiBuckle,60,228,melbourne,https://twitter.com/ShualiBuckle,0.2631578947368421
@UQBiology,60,170,"Brisbane, Queensland AUSTRALIA",https://twitter.com/UQBiology,0.35294117647058826
@kaseysland,60,546,,https://twitter.com/kaseysland,0.10989010989010989
@helpingforests,60,190,,https://twitter.com/helpingforests,0.3157894736842105
@Rights2Us,60,77,,https://twitter.com/Rights2Us,0.7792207792207793
@eMAST_aus,60,100,Sydney NSW 2109,https://twitter.com/eMAST_aus,0.6
@PauanuiMana,60,202,Melbourne,https://twitter.com/PauanuiMana,0.297029702970297
